activationTime,firstBillNumber,lastBillNumber,taxableBase,totalWithDiscount,discountsTotal,total,tip,tax 10%,tax 21%,card,cash,delitbee,gloriafood,glovo,justeat,shop,uber
26/10/2025,LS18193,LS18211,"392,02","431,20","0,00","431,20","0,00","39,18",,"158,10","35,30","81,20",,,"30,50",,"126,10"
28/10/2025,LS18212,LS18225,"323,01","388,90","33,60","355,30","0,00","32,29",,"200,00","2,80","66,40",,,,,"86,10"
29/10/2025,LI102,LS18239,"328,99","412,80","50,40","362,40","0,00","32,44","0,97","108,70","9,90","83,00",,"39,90",,,"120,90"
30/10/2025,LI103,LS18250,"233,89","274,10","16,80","257,30","0,00","23,41",,"77,00","78,00",,,"16,80","30,00",,"55,50"
31/10/2025,LS18251,LS18289,"1.020,51","1.251,50","127,25","1.124,25","0,00","100,50","3,24","416,00","88,00","155,90",,"98,90","173,25",,"192,20"
01/11/2025,LS18290,LS18335,"1.341,25","1.545,40","69,51","1.475,89","0,00","133,67","0,97","396,00","45,80","224,90",,"143,50","265,09",,"400,60"
02/11/2025,LS18336,LS18365,"640,23","793,80","89,07","704,73","0,00","63,58","0,92","206,90","18,70","109,00",,"84,80","29,33",,"256,00"
04/11/2025,LS18366,LS18377,"318,28","350,10","0,00","350,10","0,00","31,82",,"125,30","24,90","59,50",,"14,20",,,"126,20"
05/11/2025,LS18378,LS18389,"349,01","417,50","33,60","383,90","0,00","34,89",,"55,30",,"60,50",,,"28,50",,"239,60"
06/11/2025,LS18390,LS18402,"265,84","329,30","35,91","293,39","0,00","25,71","1,84","33,40","30,80",,,,"102,09",,"127,10"
07/11/2025,LS18403,LS18442,"910,56","1.105,60","103,74","1.001,86","1,00","90,81","0,49","241,30","72,30","136,90",,"90,40","161,16",,"300,80"
08/11/2025,LS18443,LS18474,"836,13","1.024,30","103,80","920,50","0,00","82,91","1,46","437,80","40,80","85,90",,"122,70","114,00",,"119,30"
09/11/2025,LS18475,LS18495,"577,18","733,20","98,34","634,86","4,60","57,68",,"273,80","38,60","86,20",,"18,30","60,96",,"161,60"
11/11/2025,LS18496,LS18507,"210,49","267,70","35,91","231,79","0,00","20,81","0,49","38,00","1,80",,,,"78,09",,"113,90"
12/11/2025,LS18508,LS18527,"361,45","432,70","35,10","397,60","2,00","36,15",,"137,40","14,70","61,80",,"67,70",,,"118,00"
13/11/2025,LS18528,LS18549,"426,92","576,70","107,07","469,63","0,00","42,71",,"118,50","32,00","101,40",,"42,80","28,13",,"146,80"
14/11/2025,LS18550,LS18584,"869,20","1.016,10","59,47","956,63","0,00","86,46","0,97","284,90","74,10","168,70",,,"116,13",,"312,80"
15/11/2025,LS18585,LS18622,"1.044,74","1.223,10","73,38","1.149,72","0,00","104,06","0,92","318,84","92,56","173,90",,,"261,92",,"302,50"
16/11/2025,LS18623,LS18644,"571,09","729,00","100,80","628,20","5,00","57,11",,"184,40","26,80","55,30",,"47,80","42,50",,"276,40"
18/11/2025,LI104,LS18656,"285,60","339,00","24,87","314,13","0,00","28,53",,"102,70",,,,"73,70","27,33",,"110,40"
19/11/2025,LS18657,LS18673,"368,11","455,30","50,40","404,90","0,00","36,79",,"42,20","83,80",,,"50,40","75,50",,"153,00"
20/11/2025,LS18674,LS18691,"384,18","482,30","59,71","422,59","0,00","38,41",,"85,90","51,90","60,90",,,"173,59",,"50,30"
21/11/2025,LS18692,LS18724,"778,13","907,20","50,40","856,80","0,00","77,07","1,60","153,80","120,30","105,70",,"95,00","68,50",,"313,50"
22/11/2025,LS18725,LS18754,"690,78","828,70","67,44","761,26","0,00","67,82","2,66","250,20","111,70","29,50",,"99,60","142,76",,"127,50"
23/11/2025,LS18755,LS18785,"693,64","843,30","80,04","763,26","2,00","69,13","0,49","123,70","70,40","144,00",,"106,80","136,96",,"183,40"
25/11/2025,LS18786,LS18799,"249,36","324,70","50,40","274,30","0,00","24,94",,"19,80","90,70","51,40",,,"28,50",,"83,90"
26/11/2025,LS18800,LS18821,"462,07","660,50","152,21","508,29","1,20","46,22",,"70,80","21,80","42,50",,"80,60","81,69",,"212,10"
27/11/2025,LS18822,LS18843,"498,70","582,50","33,60","548,90","0,00","49,52","0,68","252,40",,"20,40",,"20,00","88,50",,"167,60"
28/11/2025,LS18844,LS18884,"1.027,32","1.204,70","73,77","1.130,93","0,00","102,00","1,61","198,30","77,70","219,80",,"131,10","99,33",,"404,70"
29/11/2025,LS18885,LS18927,"1.143,82","1.324,80","66,15","1.258,65","0,00","113,99","0,84","430,90","130,90","186,40",,"55,00","188,45",,"267,00"
30/11/2025,LS18928,LS18954,"570,73","768,50","140,67","627,83","2,00","57,10",,"109,60","9,90","100,90",,"90,10","26,63",,"292,70"
02/12/2025,LS18955,LS18961,"123,84","142,50","6,27","136,23","0,00","12,39",,"87,30",,"27,50",,,"21,43",,
03/12/2025,LS18962,LS18984,"478,50","543,15","16,80","526,35","6,00","47,85",,"116,80",,"48,40",,"159,50","105,00",,"102,65"
04/12/2025,LS18985,LS19005,"451,95","497,50","0,00","497,50","0,00","44,87","0,68","75,10","9,90","123,50",,,"98,50",,"190,50"
05/12/2025,LI105,LS19036,"852,73","1.016,40","77,91","938,49","1,50","84,79","0,97","408,70","178,30","57,50",,"90,00","140,49",,"65,00"
06/12/2025,LS19037,LS19067,"974,22","1.078,60","6,27","1.072,33","2,80","96,84","1,27","296,10","112,70","20,00",,"84,30","162,23",,"399,80"
07/12/2025,LS19068,LS19078,"294,04","323,70","0,00","323,70","0,00","29,17","0,49","149,00","59,00","81,20",,,"34,50",,
09/12/2025,LS19079,LS19090,"227,31","256,60","6,57","250,03","0,00","22,72",,"61,80","38,20","19,40",,,"88,33",,"42,30"
10/12/2025,LS19091,LS19102,"254,26","296,50","16,80","279,70","0,00","25,44",,"18,90","19,90","93,30",,"80,80","28,50",,"38,30"
TOTAL,,,"288.689,90","375.159,09","57.417,92","317.741,17","251,41","28.689,81","354,51","102.354,51","28.139,56","4.655,70","31.460,11","37.448,98","36.029,34","7.965,20","69.939,18"
